origincityLabel,origincountry,originlat,originlong,originpopulation,sistercityLabel,destinationlat,destinationlong,destinationpopulation,destination_countryLabel,dist,eu,samecountry,typecountry
Burgas,Bulgaria,42.5,27.46666667,206371,Omsk,54.96666667,73.38333333,1178391,Russia,3563,Non-EU,different,Non-EU
Pernik,Bulgaria,42.60972222,23.03083333,75191,Orsha,54.50916667,30.42583333,116936,Belarus,1429,Non-EU,different,Non-EU
Sofia,Bulgaria,42.7,23.33333333,1286383,Tirana,41.33,19.82,418495,Albania,328,Non-EU,different,Non-EU
Dupnitsa,Bulgaria,42.265,23.11777778,43791,Bryansk,53.25,34.36666667,405921,Russia,1479,Non-EU,different,Non-EU
Lovech,Bulgaria,43.13416667,24.71722222,39316,Syktyvkar,61.66666667,50.81666667,245313,Russia,2680,Non-EU,different,Non-EU
Karlovo,Bulgaria,42.643034,24.805346,27659,Baranovichi,53.11666667,25.98333333,178678,Belarus,1168,Non-EU,different,Non-EU
Pleven,Bulgaria,43.40777778,24.62027778,110520,Bitola,41.03194444,21.33472222,74550,Republic of Macedonia,378,Non-EU,different,Non-EU
Pleven,Bulgaria,43.40777778,24.62027778,110520,Rostov-on-Don,47.23333333,39.71666667,1119875,Russia,1252,Non-EU,different,Non-EU
Nesebar,Bulgaria,42.66083333,27.71388889,13866,Saint Petersburg,59.95,30.31666667,5281579,Russia,1931,Non-EU,different,Non-EU
Sofia,Bulgaria,42.7,23.33333333,1286383,Saint Petersburg,59.95,30.31666667,5281579,Russia,1976,Non-EU,different,Non-EU
Pleven,Bulgaria,43.40777778,24.62027778,110520,Mykolaiv,46.96666667,32,498748,Ukraine,700,Non-EU,different,Non-EU
Blagoevgrad,Bulgaria,42.02194444,23.0975,76811,Delčevo,41.96611111,22.77472222,NA,Republic of Macedonia,27,Non-EU,different,Non-EU
Veliko Tarnovo,Bulgaria,43.08222222,25.63166667,71150,Tver,56.85782778,35.92192778,416442,Russia,1695,Non-EU,different,Non-EU
Simitli,Bulgaria,41.89194444,23.11111111,7268,Delčevo,41.96611111,22.77472222,NA,Republic of Macedonia,29,Non-EU,different,Non-EU
Pazardzhik,Bulgaria,42.18916667,24.33166667,71979,Barysaw,54.23333333,28.5,145659,Belarus,1374,Non-EU,different,Non-EU
General Toshevo,Bulgaria,43.70055556,28.03666667,6835,Bolhrad,45.66666667,28.53333333,17400,Ukraine,222,Non-EU,different,Non-EU
Botevgrad,Bulgaria,42.90833333,23.79194444,23916,Saransk,54.18333333,45.18333333,314789,Russia,1999,Non-EU,different,Non-EU
Veliko Tarnovo,Bulgaria,43.08222222,25.63166667,71150,Cetinje,42.39333333,18.92194444,13991,Montenegro,553,Non-EU,different,Non-EU
Sofia,Bulgaria,42.7,23.33333333,1286383,Skopje,41.98333333,21.43333333,506926,Republic of Macedonia,175,Non-EU,different,Non-EU
Razgrad,Bulgaria,43.52666667,26.52416667,35007,Oryol,52.96666667,36.08333333,319651,Russia,1264,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Sarandë,39.88333333,20.01666667,41000,Albania,754,Non-EU,different,Non-EU
Lovech,Bulgaria,43.13416667,24.71722222,39316,Ryazan,54.61666667,39.71666667,534762,Russia,1676,Non-EU,different,Non-EU
Ruse,Bulgaria,43.8475,25.95444444,166056,Volgograd,48.7,44.48333333,1016137,Russia,1518,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Novosibirsk,55.03333333,82.91666667,1602915,Russia,4093,Non-EU,different,Non-EU
Karlovo,Bulgaria,42.643034,24.805346,27659,Bryansk,53.25,34.36666667,405921,Russia,1375,Non-EU,different,Non-EU
Montana,Bulgaria,43.40777778,23.225,44502,Surakarta,-7.566666667,110.8166667,552118,Indonesia,10391,Non-EU,different,Non-EU
Zlatitsa,Bulgaria,42.71666667,24.13333333,4981,Magadan,59.56666667,150.8,95982,Russia,7643,Non-EU,different,Non-EU
Kazanlak,Bulgaria,42.61666667,25.4,50000,Tolyatti,53.51666667,49.41666667,710567,Russia,2141,Non-EU,different,Non-EU
Veliko Tarnovo,Bulgaria,43.08222222,25.63166667,71150,Bitola,41.03194444,21.33472222,74550,Republic of Macedonia,422,Non-EU,different,Non-EU
Nova Zagora,Bulgaria,42.49027778,26.01222222,23949,Taraclia,45.9,28.66888889,12355,Moldova,434,Non-EU,different,Non-EU
Smolyan,Bulgaria,41.57527778,24.71277778,30507,Makhachkala,42.98333333,47.48333333,587876,Russia,1874,Non-EU,different,Non-EU
Stara Zagora,Bulgaria,42.42472222,25.62555556,138272,Samara,53.18333333,50.11666667,1169719,Russia,2169,Non-EU,different,Non-EU
Burgas,Bulgaria,42.5,27.46666667,206371,Batumi,41.64583333,41.64166667,154600,Georgia,1172,Non-EU,different,Non-EU
Pazardzhik,Bulgaria,42.18916667,24.33166667,71979,Aerodrom Municipality,41.995,21.425,NA,Republic of Macedonia,239,Non-EU,different,Non-EU
Pazardzhik,Bulgaria,42.18916667,24.33166667,71979,Aerodrom Municipality,41.995,21.425,NA,Republic of Macedonia,241,Non-EU,different,Non-EU
Asenovgrad,Bulgaria,42.00694444,24.87555556,55323,Prilep,41.34638889,21.55416667,NA,Republic of Macedonia,285,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Saint Petersburg,59.95,30.31666667,5281579,Russia,1869,Non-EU,different,Non-EU
Silistra,Bulgaria,44.11861111,27.26027778,35230,Veles,41.71527778,21.77527778,NA,Republic of Macedonia,520,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Surabaya,-7.233333333,112.7333333,2909257,Indonesia,10140,Non-EU,different,Non-EU
Malko Tarnovo,Bulgaria,41.98055556,27.52361111,2529,Mykolaiv,46.96666667,32,498748,Ukraine,658,Non-EU,different,Non-EU
Gabrovo,Bulgaria,42.87111111,25.315,58950,Kumanovo,42.14027778,21.71361111,105484,Republic of Macedonia,306,Non-EU,different,Non-EU
Sandanski,Bulgaria,41.55888889,23.27444444,29055,Volgograd,48.7,44.48333333,1016137,Russia,1835,Non-EU,different,Non-EU
Burgas,Bulgaria,42.5,27.46666667,206371,Moscow Oblast,55.628,37.738,7312439,Russia,1636,Non-EU,different,Non-EU
Pernik,Bulgaria,42.60972222,23.03083333,75191,Skopje,41.98333333,21.43333333,506926,Republic of Macedonia,149,Non-EU,different,Non-EU
Svishtov,Bulgaria,43.61861111,25.34388889,31418,Veles,41.71527778,21.77527778,NA,Republic of Macedonia,360,Non-EU,different,Non-EU
Pleven,Bulgaria,43.40777778,24.62027778,110520,Kavadarci,41.43277778,22.01166667,NA,Republic of Macedonia,307,Non-EU,different,Non-EU
Veliko Tarnovo,Bulgaria,43.08222222,25.63166667,71150,Ohrid,41.11694444,20.80194444,NA,Republic of Macedonia,454,Non-EU,different,Non-EU
Burgas,Bulgaria,42.5,27.46666667,206371,Vologda,59.21666667,39.9,312686,Russia,2046,Non-EU,different,Non-EU
Sliven,Bulgaria,42.68083333,26.31638889,89848,Melitopol,46.83333333,35.36666667,154992,Ukraine,850,Non-EU,different,Non-EU
Veliko Tarnovo,Bulgaria,43.08222222,25.63166667,71150,Poltava,49.57444444,34.56861111,NA,Ukraine,995,Non-EU,different,Non-EU
Pernik,Bulgaria,42.60972222,23.03083333,75191,Luhansk,48.58333333,39.33333333,417990,Ukraine,1428,Non-EU,different,Non-EU
Silistra,Bulgaria,44.11861111,27.26027778,35230,Khmelnytskyi,49.42,27,290100,Ukraine,590,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Kharkiv,50,36.22916667,1439733,Ukraine,985,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Odessa,46.485722,30.743444,NA,Ukraine,427,Non-EU,different,Non-EU
Yambol,Bulgaria,42.48444444,26.50861111,79771,Izhevsk,56.85,53.21666667,646277,Russia,2471,Non-EU,different,Non-EU
Lovech,Bulgaria,43.13416667,24.71722222,39316,Iziaslav,50.11666667,26.8,NA,Ukraine,792,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Shëngjin,41.81361111,19.59388889,8091,Albania,699,Non-EU,different,Non-EU
Plovdiv,Bulgaria,42.14333333,24.74888889,333206,Kutaisi,42.25,42.7,147900,Georgia,1476,Non-EU,different,Non-EU
Kazanlak,Bulgaria,42.61666667,25.4,50000,Kočani,41.91666667,22.4125,NA,Republic of Macedonia,258,Non-EU,different,Non-EU
Pazardzhik,Bulgaria,42.18916667,24.33166667,71979,Moscow,55.75583333,37.61777778,12380664,Russia,1786,Non-EU,different,Non-EU
Silistra,Bulgaria,44.11861111,27.26027778,35230,Lida,53.88722222,25.30277778,99976,Belarus,1095,Non-EU,different,Non-EU
Pazardzhik,Bulgaria,42.18916667,24.33166667,71979,Stavropol,45.05,41.98333333,429571,Russia,1453,Non-EU,different,Non-EU
Panagyurishte,Bulgaria,42.50472222,24.18916667,18487,Kavadarci,41.43277778,22.01166667,NA,Republic of Macedonia,216,Non-EU,different,Non-EU
Samokov,Bulgaria,42.33805556,23.56,27851,Kostroma,57.76666667,40.93333333,276691,Russia,2104,Non-EU,different,Non-EU
Vratsa,Bulgaria,43.2,23.55,60877,Kobryn,52.21666667,24.36666667,52711,Belarus,1004,Non-EU,different,Non-EU
Balchik,Bulgaria,43.40777778,28.16222222,12913,Armutalan,36.85,28.23333333,NA,Turkey,729,Non-EU,different,Non-EU
Sofia,Bulgaria,42.7,23.33333333,1286383,Tel Aviv,32.08333333,34.8,432892,Israel,1552,Non-EU,different,Non-EU
Panagyurishte,Bulgaria,42.50472222,24.18916667,18487,Pyatigorsk,44.033333,43.05,145836,Russia,1533,Non-EU,different,Non-EU
Vidin,Bulgaria,43.98527778,22.87638889,54879,Zaječar,43.90416667,22.28472222,NA,Serbia,48,Non-EU,different,Non-EU
Pernik,Bulgaria,42.60972222,23.03083333,75191,Elektrostal,55.8,38.45,158508,Russia,1837,Non-EU,different,Non-EU
Dobrich,Bulgaria,43.56666667,27.83333333,91030,Schaffhausen,47.7,8.633055556,35413,Switzerland,1557,Non-EU,different,Non-EU
Sofia,Bulgaria,42.7,23.33333333,1286383,Yerevan,40.18333333,44.51666667,1074000,Armenia,1783,Non-EU,different,Non-EU
Plovdiv,Bulgaria,42.14333333,24.74888889,333206,Bursa,40.18333333,29.06666667,2901396,Turkey,422,Non-EU,different,Non-EU
Haskovo,Bulgaria,41.93111111,25.5575,76587,Shatura,55.56666667,39.53333333,NA,Russia,1822,Non-EU,different,Non-EU
Montana,Bulgaria,43.40777778,23.225,44502,Dzerzhinsky,55.63333333,37.85,NA,Russia,1714,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Aqaba,29.51666667,35,140000,Jordan,1648,Non-EU,different,Non-EU
Pernik,Bulgaria,42.60972222,23.03083333,75191,Las Vegas,36.175,-115.1363889,583756,United States of America,10281,Non-EU,different,Non-EU
Pernik,Bulgaria,42.60972222,23.03083333,75191,Obrenovac,44.66666667,20.21666667,NA,Serbia,322,Non-EU,different,Non-EU
Tryavna,Bulgaria,42.86666667,25.49194444,9831,Meerssen,50.8858,5.7519,19046,Netherlands,1737,Non-EU,different,Non-EU
Pazardzhik,Bulgaria,42.18916667,24.33166667,71979,Salt,32.03333333,35.73333333,88900,Jordan,1513,Non-EU,different,Non-EU
Plovdiv,Bulgaria,42.14333333,24.74888889,333206,Gyumri,40.78333333,43.83333333,NA,Armenia,1594,Non-EU,different,Non-EU
Plovdiv,Bulgaria,42.14333333,24.74888889,333206,Istanbul,41.01,28.96027778,14657434,Turkey,372,Non-EU,different,Non-EU
Sofia,Bulgaria,42.7,23.33333333,1286383,Bursa,40.18333333,29.06666667,2901396,Turkey,554,Non-EU,different,Non-EU
Burgas,Bulgaria,42.5,27.46666667,206371,San Francisco,37.766667,-122.433333,805235,United States of America,10584,Non-EU,different,Non-EU
Haskovo,Bulgaria,41.93111111,25.5575,76587,Bodrum,37.03944444,27.42916667,87826,Turkey,567,Non-EU,different,Non-EU
Smolyan,Bulgaria,41.57527778,24.71277778,30507,Istanbul,41.01,28.96027778,14657434,Turkey,360,Non-EU,different,Non-EU
Sofia,Bulgaria,42.7,23.33333333,1286383,Pittsburgh,40.45,-80,305841,United States of America,7992,Non-EU,different,Non-EU
Pernik,Bulgaria,42.60972222,23.03083333,75191,Lausanne,46.53333333,6.633333333,139811,Switzerland,1367,Non-EU,different,Non-EU
Silistra,Bulgaria,44.11861111,27.26027778,35230,Promissão,-21.53694444,-49.85833333,38764,Brazil,10688,Non-EU,different,Non-EU
Pleven,Bulgaria,43.40777778,24.62027778,110520,Bursa,40.18333333,29.06666667,2901396,Turkey,514,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Dordrecht,51.81,4.67,118730,Netherlands,1978,Non-EU,different,Non-EU
Veliko Tarnovo,Bulgaria,43.08222222,25.63166667,71150,Menara gardens,31.6139,-8.0209,NA,Morocco,3209,Non-EU,different,Non-EU
Dolni Dabnik,Bulgaria,43.40888889,24.44194444,4485,Volgodonsk,47.51666667,42.15,170558,Russia,1451,Non-EU,different,Non-EU
Pernik,Bulgaria,42.60972222,23.03083333,75191,Huai'an,33.5,119.133056,NA,People's Republic of China,8010,Non-EU,different,Non-EU
Belogradchik,Bulgaria,43.62694444,22.68333333,5667,Knjaževac,43.5,22.43333333,NA,Serbia,25,Non-EU,different,Non-EU
Sliven,Bulgaria,42.68083333,26.31638889,89848,Tekirdağ,40.98333333,27.51666667,NA,Turkey,213,Non-EU,different,Non-EU
Haskovo,Bulgaria,41.93111111,25.5575,76587,Edirne,41.67805556,26.55944444,128000,Turkey,88,Non-EU,different,Non-EU
Burgas,Bulgaria,42.5,27.46666667,206371,Sarıyer,41.19111111,29.00944444,NA,Turkey,194,Non-EU,different,Non-EU
Cherven Bryag,Bulgaria,43.28,24.08277778,13818,Taganrog,47.23333333,38.9,251050,Russia,1238,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Miami,25.78333333,-80.21666667,417650,United States of America,9410,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Stavanger,58.97,5.71,132644,Norway,2318,Non-EU,different,Non-EU
Tryavna,Bulgaria,42.86666667,25.49194444,9831,Brienz,46.74972222,8.033333333,NA,Switzerland,1440,Non-EU,different,Non-EU
Sofia,Bulgaria,42.7,23.33333333,1286383,Salalah,17.01972222,54.08972222,NA,Oman,4074,Non-EU,different,Non-EU
Plovdiv,Bulgaria,42.14333333,24.74888889,333206,Petra,30.32888889,35.44027778,NA,Jordan,1623,Non-EU,different,Non-EU
Kardzhali,Bulgaria,41.64,25.37083333,51000,Tekirdağ,40.98333333,27.51666667,NA,Turkey,194,Non-EU,different,Non-EU
Stara Zagora,Bulgaria,42.42472222,25.62555556,138272,Yueyang,29.36472,113.1309,NA,People's Republic of China,7669,Non-EU,different,Non-EU
Veliko Tarnovo,Bulgaria,43.08222222,25.63166667,71150,Xi'an,34.26666667,108.9,NA,People's Republic of China,6995,Non-EU,different,Non-EU
Kazanlak,Bulgaria,42.61666667,25.4,50000,Fukuyama,34.48583333,133.3625,462561,Japan,8748,Non-EU,different,Non-EU
Veliko Tarnovo,Bulgaria,43.08222222,25.63166667,71150,Golden,39.74694444,-105.2108333,18867,United States of America,9564,Non-EU,different,Non-EU
Plovdiv,Bulgaria,42.14333333,24.74888889,333206,Valencia,10.16666667,-68,NA,Venezuela,9475,Non-EU,different,Non-EU
Kazanlak,Bulgaria,42.61666667,25.4,50000,Alexandria,31.2,29.91666667,4028028,Egypt,1331,Non-EU,different,Non-EU
Pernik,Bulgaria,42.60972222,23.03083333,75191,Balashikha,55.8,37.95,428400,Russia,1815,Non-EU,different,Non-EU
Pernik,Bulgaria,42.60972222,23.03083333,75191,Pantelej,43.33694444,21.91305556,NA,Serbia,122,Non-EU,different,Non-EU
Pazardzhik,Bulgaria,42.18916667,24.33166667,71979,West Bend,43.42277778,-88.18426111,31078,United States of America,8361,Non-EU,different,Non-EU
Silistra,Bulgaria,44.11861111,27.26027778,35230,Leskovac,43,21.95,NA,Serbia,445,Non-EU,different,Non-EU
Burgas,Bulgaria,42.5,27.46666667,206371,Rotterdam,51.93083333,4.479166667,631155,Netherlands,2015,Non-EU,different,Non-EU
Targovishte,Bulgaria,43.24666667,26.57194444,37642,Compton,33.89666667,-118.225,96455,United States of America,10722,Non-EU,different,Non-EU
Veliko Tarnovo,Bulgaria,43.08222222,25.63166667,71150,Al Karak,31.18333333,35.7,21678,Jordan,1593,Non-EU,different,Non-EU
Plovdiv,Bulgaria,42.14333333,24.74888889,333206,Jeddah,21.54277778,39.17277778,3400000,Saudi Arabia,2656,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Bayburt,40.25463889,40.226,NA,Turkey,1072,Non-EU,different,Non-EU
Sofia,Bulgaria,42.7,23.33333333,1286383,Ankara,39.86666667,32.86666667,5270575,Turkey,856,Non-EU,different,Non-EU
Montana,Bulgaria,43.40777778,23.225,44502,Pirot,43.15194444,22.585,NA,Serbia,59,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Tashkent,41.3,69.26666667,2352900,Uzbekistan,3375,Non-EU,different,Non-EU
Pleven,Bulgaria,43.40777778,24.62027778,110520,Gornji Milanovac,44.02115167,20.45595333,NA,Serbia,342,Non-EU,different,Non-EU
Kyustendil,Bulgaria,42.28111111,22.68888889,46246,Leskovac,43,21.95,NA,Serbia,100,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Medellín,6.244747222,-75.57482778,2486723,Colombia,10610,Non-EU,different,Non-EU
Veliko Tarnovo,Bulgaria,43.08222222,25.63166667,71150,Niš,43.31916667,21.89611111,183164,Serbia,304,Non-EU,different,Non-EU
Haskovo,Bulgaria,41.93111111,25.5575,76587,Tashkent,41.3,69.26666667,2352900,Uzbekistan,3594,Non-EU,different,Non-EU
Pazardzhik,Bulgaria,42.18916667,24.33166667,71979,Chekhov,55.14805556,37.47694444,NA,Russia,1728,Non-EU,different,Non-EU
Gabrovo,Bulgaria,42.87111111,25.315,58950,Thun,46.76638889,7.633055556,42735,Switzerland,1457,Non-EU,different,Non-EU
Kyustendil,Bulgaria,42.28111111,22.68888889,46246,Klintsy,52.75277778,32.23611111,NA,Russia,1365,Non-EU,different,Non-EU
Yambol,Bulgaria,42.48444444,26.50861111,79771,Edirne,41.67805556,26.55944444,128000,Turkey,90,Non-EU,different,Non-EU
Plovdiv,Bulgaria,42.14333333,24.74888889,333206,Columbia,34.00055556,-81.04416667,129272,United States of America,8673,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Amsterdam,52.38333333,4.9,825080,Netherlands,1986,Non-EU,different,Non-EU
Varna,Bulgaria,43.20777778,27.91694444,348058,Memphis,35.1175,-89.97111111,646889,United States of America,9273,Non-EU,different,Non-EU
"Hisarya, Bulgaria",Bulgaria,42.50583333,24.71,7162,Aleksinac,43.53833333,21.70472222,NA,Serbia,270,Non-EU,different,Non-EU
Smolyan,Bulgaria,41.57527778,24.71277778,30507,Eilat,29.55,34.95,49734,Israel,1624,Non-EU,different,Non-EU
Shumen,Bulgaria,43.27,26.92444444,80511,Adapazarı,40.78333333,30.4,NA,Turkey,398,Non-EU,different,Non-EU
Silistra,Bulgaria,44.11861111,27.26027778,35230,Lüleburgaz,41.40555556,27.35694444,NA,Turkey,302,Non-EU,different,Non-EU
Silistra,Bulgaria,44.11861111,27.26027778,35230,Rzhev,56.26558333,34.32756944,NA,Russia,1439,Non-EU,different,Non-EU
Asenovgrad,Bulgaria,42.00694444,24.87555556,55323,Stary Oskol,51.29805556,37.835,222125,Russia,1426,Non-EU,different,Non-EU
Pernik,Bulgaria,42.60972222,23.03083333,75191,Nilüfer,40.21333333,28.97694444,NA,Turkey,563,Non-EU,different,Non-EU
Vratsa,Bulgaria,43.2,23.55,60877,Bor,44.13027778,22.10361111,34159,Serbia,156,Non-EU,different,Non-EU
Veliko Tarnovo,Bulgaria,43.08222222,25.63166667,71150,Menara gardens,31.61333333,-8.02166667,NA,Morocco,3209,Non-EU,different,Non-EU
Haskovo,Bulgaria,41.93111111,25.5575,76587,Abington Township,40.1,-75.09972222,NA,United States of America,7897,Non-EU,different,Non-EU
Plovdiv,Bulgaria,42.14333333,24.74888889,333206,Okayama,34.65,133.9166667,720078,Japan,8846,Non-EU,different,Non-EU
Plovdiv,Bulgaria,42.14333333,24.74888889,333206,Leskovac,43,21.95,NA,Serbia,248,Non-EU,different,Non-EU
Burgas,Bulgaria,42.5,27.46666667,206371,Yalova,40.65555556,29.275,NA,Turkey,254,Non-EU,different,Non-EU
Teteven,Bulgaria,42.91777778,24.26583333,10077,Frutigen,46.58305556,7.649722222,NA,Switzerland,1371,Non-EU,different,Non-EU
Veliko Tarnovo,Bulgaria,43.08222222,25.63166667,71150,Colonia Tovar,10.41666667,-67.28333333,NA,Venezuela,9452,Non-EU,different,Non-EU
Sofia,Bulgaria,42.7,23.33333333,1286383,Algiers,36.77638889,3.058611111,3415811,Algeria,1849,Non-EU,different,Non-EU
Haskovo,Bulgaria,41.93111111,25.5575,76587,Bodrum,37.03944444,27.42916667,155815,Turkey,567,Non-EU,different,Non-EU
Plovdiv,Bulgaria,42.14333333,24.74888889,333206,Luoyang,34.65867,112.42447,NA,People's Republic of China,7341,Non-EU,different,Non-EU
Shumen,Bulgaria,43.27,26.92444444,80511,Zhengzhou,34.74919,113.66051,9378000,People's Republic of China,7212,Non-EU,different,Non-EU
Shumen,Bulgaria,43.27,26.92444444,80511,Podolsk,55.42972222,37.54444444,293765,Russia,1552,Non-EU,different,Non-EU
Veliko Tarnovo,Bulgaria,43.08222222,25.63166667,71150,Tekirdağ,40.98333333,27.51666667,NA,Turkey,281,Non-EU,different,Non-EU
Burgas,Bulgaria,42.5,27.46666667,206371,Aksaray,38.36666667,34.03333333,195990,Turkey,721,Non-EU,different,Non-EU
Targovishte,Bulgaria,43.24666667,26.57194444,37642,Waterloo,42.492436,-92.346161,68406,United States of America,8704,Non-EU,different,Non-EU
Sofia,Bulgaria,42.7,23.33333333,1286383,Amman,31.95,35.93333333,4007526,Jordan,1630,Non-EU,different,Non-EU
Silistra,Bulgaria,44.11861111,27.26027778,35230,Kikinda,45.82444444,20.45916667,NA,Serbia,567,Non-EU,different,Non-EU
Sofia,Bulgaria,42.7,23.33333333,1286383,Sidon,33.56055556,35.39805556,NA,Lebanon,1462,Non-EU,different,Non-EU
Kazanlak,Bulgaria,42.61666667,25.4,50000,Luxor,25.69694444,32.64222222,202232,Egypt,1994,Non-EU,different,Non-EU
Lovech,Bulgaria,43.13416667,24.71722222,39316,Lotoshino,56.23,35.63666667,NA,Russia,1650,Non-EU,different,Non-EU
Gordes,France,43.91111111,5.200277778,1946,Bornem,51.0986,4.2358,NA,Belgium,802,EU,different,EU
Saulxures-sur-Moselotte,France,47.94944444,6.769166667,2721,Hamoir,50.43333333,5.533333333,NA,Belgium,290,EU,different,EU
Athis-Mons,France,48.70861111,2.389166667,30094,Ballina,54.1167,-9.1667,NA,Ireland,1000,EU,different,EU
Couëron,France,47.21472222,-1.723888889,20084,Wexford,52.3342,-6.4575,NA,Ireland,663,EU,different,EU
Alençon,France,48.42972222,0.091944444,26350,Braine-l'Alleud,50.6806,4.3717,NA,Belgium,397,EU,different,EU
